Composition,Density,EquiTibrium conditions,Single/Muplitple_Phase,PhaseType,Reference,Tension0/Compression1,TestTempC,YieldStr(MPa),YieldStr(MPa)/density,Ductility (%),Hardness (HV),HIP,Anneal,CR,SPS,SPD,Grain Size (um),Strain Rate (s-1),Arc Melting,Melt Cooling Rate (degC/min),HIP Temp (degC),HIP Pressure (MPa),HIP Time (h),Anneal Temp (degC),Anneal Time (h),Anneal Cooling Rate (degC/min),Final CR DeformPercentage,SPS Temp (degC),SPS Pressure (MPa),SPS Hold Time (min),composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,Yang omega,Yang delta,Yang Ent,Yang Hmix,Yang Tm,Yang Hmax,Yang Tmax,Yang Phi,Yang delXi,Yang HPSigma,Yang HPSigma_min,Yang HPSigma_min05,Yang HPK,Yang VEC,Yang sigma_SS_Liaw,dr H,dr He,dr Li,dr Be,dr B,dr C,dr N,dr O,dr F,dr Ne,dr Na,dr Mg,dr Al,dr Si,dr P,dr S,dr Cl,dr Ar,dr K,dr Ca,dr Sc,dr Ti,dr V,dr Cr,dr Mn,dr Fe,dr Co,dr Ni,dr Cu,dr Zn,dr Ga,dr Ge,dr As,dr Se,dr Br,dr Kr,dr Rb,dr Sr,dr Y,dr Zr,dr Nb,dr Mo,dr Tc,dr Ru,dr Rh,dr Pd,dr Ag,dr Cd,dr In,dr Sn,dr Sb,dr Te,dr I,dr Xe,dr Cs,dr Ba,dr La,dr Ce,dr Pr,dr Nd,dr Pm,dr Sm,dr Eu,dr Gd,dr Tb,dr Dy,dr Ho,dr Er,dr Tm,dr Yb,dr Lu,dr Hf,dr Ta,dr W,dr Re,dr Os,dr Ir,dr Pt,dr Au,dr Hg,dr Tl,dr Pb,dr Bi,dr Po,dr At,dr Rn,dr Fr,dr Ra,dr Ac,dr Th,dr Pa,dr U,dr Np,dr Pu,dr Am,dr Cm,dr Bk,dr Cf,dr Es,dr Fm,dr Md,dr No,dr Lr,dG H,dG He,dG Li,dG Be,dG B,dG C,dG N,dG O,dG F,dG Ne,dG Na,dG Mg,dG Al,dG Si,dG P,dG S,dG Cl,dG Ar,dG K,dG Ca,dG Sc,dG Ti,dG V,dG Cr,dG Mn,dG Fe,dG Co,dG Ni,dG Cu,dG Zn,dG Ga,dG Ge,dG As,dG Se,dG Br,dG Kr,dG Rb,dG Sr,dG Y,dG Zr,dG Nb,dG Mo,dG Tc,dG Ru,dG Rh,dG Pd,dG Ag,dG Cd,dG In,dG Sn,dG Sb,dG Te,dG I,dG Xe,dG Cs,dG Ba,dG La,dG Ce,dG Pr,dG Nd,dG Pm,dG Sm,dG Eu,dG Gd,dG Tb,dG Dy,dG Ho,dG Er,dG Tm,dG Yb,dG Lu,dG Hf,dG Ta,dG W,dG Re,dG Os,dG Ir,dG Pt,dG Au,dG Hg,dG Tl,dG Pb,dG Bi,dG Po,dG At,dG Rn,dG Fr,dG Ra,dG Ac,dG Th,dG Pa,dG U,dG Np,dG Pu,dG Am,dG Cm,dG Bk,dG Cf,dG Es,dG Fm,dG Md,dG No,dG Lr
HfMo0.5NbSi0.5TiV0.5,8.2,AC,M,BCC+M5Si3,28,1,1000,614,75.2,,,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387503651,0.097300242,0.014425841,-24.44444444,2351.111111,0.197530864,2896,6.832182231,0.157954076,149.5833333,50,106.015625,341.1111111,7.666666667,2807.380152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274232167,0,0,0,0,0,0,0,-0.042064896,0.071011513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018773842,0.037536158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130551181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45963105,0,0,0,0,0,0,0,-0.010490011,-0.220958706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191277647,0.712345809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185889631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbSi0.7TiV0.5,7.9,AC,M,BCC+M5Si3,28,1,25,2134,270.1,0.93,613,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14893617,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084924099,0.106201539,0.014534222,-31.11815301,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,50,104.2113095,339.3617021,7.510638298,3520.338043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262562713,0,0,0,0,0,0,0,-0.053738996,0.059285684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030463392,0.025819518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142144113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.440072281,0,0,0,0,0,0,0,0.009465981,-0.200987005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171286893,0.729689631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205520196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbSi0.7TiV0.5,7.9,AC,M,BCC+M5Si3,28,1,1200,235,29.7,,,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14893617,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084924099,0.106201539,0.014534222,-31.11815301,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,50,104.2113095,339.3617021,7.510638298,3520.338043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262562713,0,0,0,0,0,0,0,-0.053738996,0.059285684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030463392,0.025819518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142144113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.440072281,0,0,0,0,0,0,0,0.009465981,-0.200987005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171286893,0.729689631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205520196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbSi0.7TiV0.5,7.9,AC,M,BCC+M5Si3,28,1,1000,673,85.2,,,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14893617,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0.106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084924099,0.106201539,0.014534222,-31.11815301,2322.851064,0.181077411,2896,7.609859072,0.157318754,146.8882979,50,104.2113095,339.3617021,7.510638298,3520.338043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262562713,0,0,0,0,0,0,0,-0.053738996,0.059285684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030463392,0.025819518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142144113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.440072281,0,0,0,0,0,0,0,0.009465981,-0.200987005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171286893,0.729689631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205520196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbTiV0.5,9,AC,s,BCC,28,1,25,1260,140.4,,403.5,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07055488,0.059498747,0.012966358,-0.875,2434.125,0.25,2896,3.774095697,0.157788069,157.5,50,111.4285714,346.25,8.125,1599.323369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007772226,0.105456134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556421,0.071953787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096496944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069110737,-0.279625578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250000488,0.661398331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128224849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbTiV0.5,9,AC,s,BCC,28,1,1200,60,6.7,,,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07055488,0.059498747,0.012966358,-0.875,2434.125,0.25,2896,3.774095697,0.157788069,157.5,50,111.4285714,346.25,8.125,1599.323369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007772226,0.105456134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556421,0.071953787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096496944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069110737,-0.279625578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250000488,0.661398331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128224849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMo0.5NbTiV0.5,9,AC,s,BCC,28,1,1000,368,41,,,0,0,0,0,0,,0.001,0,,25,,0,25,0,10,0,,,,Hf1 Mo0.5 Nb1 Ti1 V0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07055488,0.059498747,0.012966358,-0.875,2434.125,0.25,2896,3.774095697,0.157788069,157.5,50,111.4285714,346.25,8.125,1599.323369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007772226,0.105456134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556421,0.071953787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096496944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069110737,-0.279625578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250000488,0.661398331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128224849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoNbTaTiZr,9.9,AC,s,BCC,29,1,25,1512,152.1,10.66,505,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.32422458,0.058079821,0.014896688,-0.888888889,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,80,138,425,9.333333333,1602.364763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010876155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091999967,0.034211443,0.090581707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077880781,0.034211443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047757955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109753932,-0.227416413,0.675330018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147896066,-0.438297783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoNbTaTiZr,9.9,AC,s,BCC,29,1,1200,556,55.9,,,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.32422458,0.058079821,0.014896688,-0.888888889,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,80,138,425,9.333333333,1602.364763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010876155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091999967,0.034211443,0.090581707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077880781,0.034211443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047757955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109753932,-0.227416413,0.675330018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147896066,-0.438297783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoNbTaTiZr,9.9,AC,s,BCC,29,1,1000,814,81.9,,,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.32422458,0.058079821,0.014896688,-0.888888889,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,80,138,425,9.333333333,1602.364763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010876155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091999967,0.034211443,0.090581707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077880781,0.034211443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047757955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109753932,-0.227416413,0.675330018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147896066,-0.438297783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoNbTaTiZr,9.9,AC,s,BCC,29,1,800,1007,101.3,21.55,,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.32422458,0.058079821,0.014896688,-0.888888889,2585.166667,0.111111111,3290,4.107963492,0.180951264,176.6666667,80,138,425,9.333333333,1602.364763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010876155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091999967,0.034211443,0.090581707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077880781,0.034211443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047757955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109753932,-0.227416413,0.675330018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147896066,-0.438297783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoTaTiZr,10.2,AC,s,BCC,29,1,25,1600,157,2.76,542,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78679597,0.061323207,0.013380867,-1.92,2552.2,0.12,3290,3.757418604,0.198741902,188,80,147.5,442,10.2,1940.837462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017722666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085152435,0,0.097407725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071031688,0.041053732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094235036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155954048,0,0.631063051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101012244,-0.481886211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HfMoTaTiZr,10.2,AC,s,BCC,29,1,1200,404,39.6,,,0,0,0,0,0,,0.001,1,,25,,0,25,0,10,0,,,,Hf1 Mo1 Ta1 Ti1 Zr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78679597,0.061323207,0.013380867,-1.92,2552.2,0.12,3290,3.757418604,0.198741902,188,80,147.5,442,10.2,1940.837462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017722666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085152435,0,0.097407725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071031688,0.041053732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094235036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155954048,0,0.631063051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101012244,-0.481886211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
